nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,sum2w,sum4w,anteil_pos_2w,anteil_pos_4w,anteil_pos_mean2w,timeframe_2w,timeframe_4w,sumTotal_last2w,sumTotal_last4w,mean2w,mean4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_diff_last_age,entries_diff_week,entries_diff_last
all,NE,202115,3901,336,3565,123154,8.6,2.1999999999999993,13.1,1,100,176166,2214.39,69907.93,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-15,-481,-273.04,-11,0,TRUE,8283,20853,7.46,5.36,3.7,FALSE,FALSE,NA,NA,4141.5,5213.25,2350.91,2959.28,NA,NA,4701.82,11837.13,7,2,288
all,NE,202116,4082,329,3753,127236,8.1,-0.5,12.9,1,100,176166,2317.13,72225.06,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-16,181,102.74,4.6,0,TRUE,7983,19025,8.33,6.14,4.2,FALSE,FALSE,NA,NA,3991.5,4756.25,2265.76,2699.87,NA,NA,4531.52,10799.47,7,0,288
all,NE,202117,3942,333,3609,131178,8.4,0.3000000000000007,12.8,1,100,176166,2237.66,74462.72,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-17,-140,-79.47,-3.4,0,TRUE,8024,16307,8.25,7.85,4.1,FALSE,FALSE,NA,NA,4012,4076.75,2277.4,2314.15,NA,NA,4554.79,9256.61,7,0,288
all,NE,202118,4826,281,4545,136004,5.8,-2.6000000000000005,12.5,1,100,176166,2739.46,77202.18,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-18,884,501.8,22.4,0,TRUE,8768,16751,7,7.64,3.5,FALSE,FALSE,NA,NA,4384,4187.75,2488.56,2377.16,NA,NA,4977.12,9508.65,7,0,288
all,NE,202119,5049,280,4769,141053,5.5,-0.2999999999999998,12.3,1,100,176166,2866.05,80068.23,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-19,223,126.59,4.6,0,TRUE,9875,17899,5.68,6.83,2.8,FALSE,FALSE,NA,NA,4937.5,4474.75,2802.75,2540.08,NA,NA,5605.51,10160.3,7,0,288
all,NE,202120,4733,189,4544,145786,4,-1.5,12,1,100,176166,2686.67,82754.9,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-20,-316,-179.38,-6.3,0,TRUE,9782,18550,4.79,5.84,2.4,FALSE,FALSE,NA,NA,4891,4637.5,2776.36,2632.46,NA,NA,5552.72,10529.84,7,0,288
all,NE,202121,3147,116,3031,148933,3.7,-0.2999999999999998,11.8,1,100,176166,1786.38,84541.28,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-21,-1586,-900.29,-33.5,0,TRUE,7880,17755,3.87,4.88,1.9,FALSE,FALSE,NA,NA,3940,4438.75,2236.53,2519.64,NA,NA,4473.05,10078.56,7,0,288
all,NE,202122,3319,97,3222,152252,2.9,-0.8000000000000003,11.6,1,100,176166,1884.02,86425.3,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-22,172,97.64,5.5,0,TRUE,6466,16248,3.29,4.2,1.6,FALSE,FALSE,NA,NA,3233,4062,1835.2,2305.78,NA,NA,3670.4,9223.12,7,0,288
all,NE,202123,3177,50,3127,155429,1.6,-1.2999999999999998,11.4,1,100,176166,1803.41,88228.72,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-23,-142,-80.61,-4.3,0,TRUE,6496,14376,2.26,3.14,1.1,FALSE,FALSE,NA,NA,3248,3594,1843.72,2040.12,NA,NA,3687.43,8160.48,7,0,288
all,NE,202124,2966,19,2947,158395,0.6,-1,11.2,1,100,176166,1683.64,89912.36,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-24,-211,-119.77,-6.6,0,TRUE,6143,12609,1.12,2.24,0.6,FALSE,FALSE,NA,NA,3071.5,3152.25,1743.53,1789.36,NA,NA,3487.05,7157.45,7,0,288
all,NE,202125,2704,15,2689,161099,0.6,0,11,1,100,176166,1534.92,91447.27,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-25,-262,-148.72,-8.8,0,TRUE,5670,12166,0.6,1.49,0.3,FALSE,FALSE,NA,NA,2835,3041.5,1609.28,1726.5,NA,NA,3218.56,6905.99,7,1,288
all,NE,202126,4720,30,4690,165819,0.6,0,10.7,1,100,176166,2679.29,94126.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-26,2016,1144.37,74.6,0,TRUE,7424,13567,0.61,0.84,0.3,FALSE,FALSE,NA,NA,3712,3391.75,2107.1,1925.31,NA,NA,4214.21,7701.26,7,0,288
all,NE,202127,5558,22,5536,171377,0.4,-0.19999999999999996,10.4,1,100,176166,3154.98,97281.54,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-27,838,475.69,17.8,0,TRUE,10278,15948,0.51,0.54,0.3,FALSE,FALSE,NA,NA,5139,3987,2917.13,2263.21,NA,NA,5834.27,9052.83,7,0,288
all,NE,202128,4732,45,4687,176109,1,0.6,10.2,1,100,176166,2686.1,99967.64,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-28,-826,-468.88,-14.9,0,TRUE,10290,17714,0.65,0.63,0.3,FALSE,FALSE,NA,NA,5145,4428.5,2920.54,2513.82,NA,NA,5841.08,10055.29,7,0,288
all,NE,202129,1984,88,1896,178093,4.4,3.4000000000000004,10.1,1,100,176166,1126.21,101093.85,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-29,-2748,-1559.89,-58.1,0,TRUE,6716,16994,1.98,1.09,1,FALSE,FALSE,NA,NA,3358,4248.5,1906.16,2411.65,NA,NA,3812.31,9646.58,7,1,288
all,NE,202130,1535,117,1418,179628,7.6,3.1999999999999993,10.1,1,100,176166,871.34,101965.19,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-30,-449,-254.87,-22.6,0,TRUE,3519,13809,5.83,1.97,2.9,FALSE,FALSE,NA,NA,1759.5,3452.25,998.77,1959.66,NA,NA,1997.55,7838.63,7,0,288
all,NE,202131,1169,161,1008,180797,13.8,6.200000000000001,10.1,1,100,176166,663.58,102628.77,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-31,-366,-207.76,-23.8,0,TRUE,2704,9420,10.28,4.36,5.1,FALSE,FALSE,NA,NA,1352,2355,767.46,1336.81,NA,NA,1534.92,5347.23,7,0,288
all,NE,202132,1420,238,1182,182217,16.8,3,10.1,1,100,176166,806.06,103434.83,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-32,251,142.48,21.5,0,TRUE,2589,6108,15.41,9.89,7.7,FALSE,FALSE,NA,NA,1294.5,1527,734.82,866.8,NA,NA,1469.64,3467.18,7,0,288
all,NE,202133,2087,340,1747,184304,16.3,-0.5,10.2,1,100,176166,1184.68,104619.51,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-33,667,378.62,47,0,TRUE,3507,6211,16.48,13.78,8.2,FALSE,FALSE,NA,NA,1753.5,1552.75,995.37,881.41,NA,NA,1990.74,3525.65,7,0,288
all,NE,202134,2769,328,2441,187073,11.8,-4.5,10.2,1,100,176166,1571.81,106191.32,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-34,682,387.13,32.7,0,TRUE,4856,7445,13.76,14.33,6.9,FALSE,FALSE,NA,NA,2428,1861.25,1378.25,1056.53,NA,NA,2756.49,4226.13,7,0,288
all,NE,202135,3772,350,3422,190845,9.3,-2.5,10.2,1,100,176166,2141.16,108332.48,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-35,1003,569.35,36.2,0,TRUE,6541,10048,10.37,12.5,5.2,FALSE,FALSE,NA,NA,3270.5,2512,1856.49,1425.93,NA,NA,3712.98,5703.71,7,0,288
all,NE,202136,3930,376,3554,194775,9.6,0.29999999999999893,10.2,1,100,176166,2230.85,110563.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-36,158,89.69,4.2,0,TRUE,7702,12558,9.43,11.1,4.7,FALSE,FALSE,NA,NA,3851,3139.5,2186.01,1782.13,NA,NA,4372.01,7128.5,7,0,288
all,NE,202137,3227,264,2963,198002,8.2,-1.4000000000000004,10.2,1,100,176166,1831.8,112395.13,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-37,-703,-399.05,-17.9,0,TRUE,7157,13698,8.94,9.62,4.5,FALSE,FALSE,NA,NA,3578.5,3424.5,2031.32,1943.91,NA,NA,4062.65,7775.62,7,0,288
all,NE,202138,2466,228,2238,200468,9.2,1,10.2,1,100,176166,1399.82,113794.94,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-38,-761,-431.98,-23.6,0,TRUE,5693,13395,8.64,9.09,4.3,FALSE,FALSE,NA,NA,2846.5,3348.75,1615.81,1900.91,NA,NA,3231.61,7603.62,7,0,288
all,NE,202139,3084,195,2889,203552,6.3,-2.8999999999999995,10.1,1,100,176166,1750.62,115545.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-39,618,350.8,25.1,0,TRUE,5550,12707,7.62,8.37,3.8,FALSE,FALSE,NA,NA,2775,3176.75,1575.22,1803.27,NA,NA,3150.44,7213.08,7,0,288
all,NE,202140,2242,149,2093,205794,6.6,0.2999999999999998,10.1,1,100,176166,1272.66,116818.23,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-40,-842,-477.96,-27.3,0,TRUE,5326,11019,6.46,7.59,3.2,FALSE,FALSE,NA,NA,2663,2754.75,1511.64,1563.72,NA,NA,3023.28,6254.9,7,0,288
all,NE,202141,1835,155,1680,207629,8.4,1.8000000000000007,10.1,1,100,176166,1041.63,117859.86,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-41,-407,-231.03,-18.2,0,TRUE,4077,9627,7.46,7.55,3.7,FALSE,FALSE,NA,NA,2038.5,2406.75,1157.15,1366.18,NA,NA,2314.29,5464.73,7,0,288
all,NE,202142,1985,164,1821,209614,8.3,-0.09999999999999964,10,1,100,176166,1126.78,118986.64,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-42,150,85.15,8.2,0,TRUE,3820,9146,8.35,7.25,4.2,FALSE,FALSE,NA,NA,1910,2286.5,1084.2,1297.92,NA,NA,2168.41,5191.69,7,0,288
all,NE,202143,1943,142,1801,211557,7.3,-1.0000000000000009,10,1,100,176166,1102.94,120089.57,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-43,-42,-23.84,-2.1,0,TRUE,3928,8005,7.79,7.62,3.9,FALSE,FALSE,NA,NA,1964,2001.25,1114.86,1136,NA,NA,2229.72,4544.01,7,0,288
all,NE,202144,2397,220,2177,213954,9.2,1.8999999999999995,10,1,100,176166,1360.65,121450.22,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-44,454,257.71,23.4,0,TRUE,4340,8160,8.34,8.35,4.2,FALSE,FALSE,NA,NA,2170,2040,1231.79,1158,NA,NA,2463.59,4631.99,7,0,288
all,NE,202145,2966,240,2726,216920,8.1,-1.0999999999999996,10,1,100,176166,1683.64,123133.86,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-45,569,322.99,23.7,0,TRUE,5363,9291,8.58,8.24,4.3,FALSE,FALSE,NA,NA,2681.5,2322.75,1522.14,1318.5,NA,NA,3044.29,5274,7,0,288
all,NE,202146,4186,590,3596,221106,14.1,6,10.1,1,100,176166,2376.17,125510.03,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-46,1220,692.53,41.1,0,TRUE,7152,11492,11.61,10.37,5.8,FALSE,FALSE,NA,NA,3576,2873,2029.9,1630.85,NA,NA,4059.81,6523.39,7,0,288
all,NE,202147,5404,745,4659,226510,13.8,-0.29999999999999893,10.1,1,100,176166,3067.56,128577.59,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-47,1218,691.39,29.1,0,TRUE,9590,14953,13.92,12,7,FALSE,FALSE,NA,NA,4795,3738.25,2721.86,2122,NA,NA,5443.73,8488.02,7,0,288
all,NE,202148,6355,941,5414,232865,14.8,1,10.3,1,100,176166,3607.39,132184.98,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-48,951,539.83,17.6,0,TRUE,11759,18911,14.34,13.3,7.2,FALSE,FALSE,NA,NA,5879.5,4727.75,3337.48,2683.69,NA,NA,6674.95,10734.76,7,0,288
all,NE,202149,7236,1244,5992,240101,17.2,2.3999999999999986,10.5,1,100,176166,4107.49,136292.47,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-49,881,500.1,13.9,0,TRUE,13591,23181,16.08,15.18,8,FALSE,FALSE,NA,NA,6795.5,5795.25,3857.44,3289.65,NA,NA,7714.88,13158.61,7,0,288
all,NE,202150,9899,1363,8536,250000,13.8,-3.3999999999999986,10.6,1,100,176166,5619.13,141911.61,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-50,2663,1511.64,36.8,0,TRUE,17135,28894,15.21,14.86,7.6,FALSE,FALSE,NA,NA,8567.5,7223.5,4863.31,4100.39,NA,NA,9726.62,16401.58,7,0,288
all,NE,202151,8535,1434,7101,258535,16.8,3,10.8,1,100,176166,4844.86,146756.47,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-51,-1364,-774.27,-13.8,0,TRUE,18434,32025,15.17,15.56,7.6,FALSE,FALSE,NA,NA,9217,8006.25,5232,4544.72,NA,NA,10463.99,18178.88,7,0,288
all,NE,202152,9373,2931,6442,267908,31.3,14.5,11.5,1,100,176166,5320.55,152077.02,COVID19Test,,2023-11-28_06-00-38,isoweek,2021-52,838,475.69,9.8,0,TRUE,17908,35043,24.37,19.9,12.2,FALSE,FALSE,NA,NA,8954,8760.75,5082.71,4973.01,NA,NA,10165.41,19892.03,7,-1,288
all,NE,202201,12217,4711,7506,280125,38.6,7.300000000000001,12.7,1,100,176166,6934.94,159011.95,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-01,2844,1614.39,30.3,0,TRUE,21590,40024,35.4,26.08,17.7,FALSE,FALSE,NA,NA,10795,10006,6127.74,5679.87,NA,NA,12255.49,22719.48,7,0,288
all,NE,202202,15258,6291,8967,295383,41.2,2.6000000000000014,14.2,1,100,176166,8661.15,167673.1,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-02,3041,1726.21,24.9,0,TRUE,27475,45383,40.04,33.86,20,FALSE,FALSE,NA,NA,13737.5,11345.75,7798.04,6440.37,NA,NA,15596.09,25761.5,7,0,288
all,NE,202203,16754,7977,8777,312137,47.6,6.399999999999999,16,1,100,176166,9510.35,177183.45,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-03,1496,849.2,9.8,0,TRUE,32012,53602,44.57,40.88,22.3,FALSE,FALSE,NA,NA,16006,13400.5,9085.75,7606.75,NA,NA,18171.5,30426.98,7,0,288
all,NE,202204,16964,8304,8660,329101,49,1.3999999999999986,17.7,1,100,176166,9629.55,186813.01,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-04,210,119.2,1.3,0,TRUE,33718,61193,48.29,44.59,24.1,FALSE,FALSE,NA,NA,16859,15298.25,9569.95,8684,NA,NA,19139.9,34735.99,7,-1,288
all,NE,202205,12850,6721,6129,341951,52.3,3.299999999999997,19,1,100,176166,7294.26,194107.26,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-05,-4114,-2335.29,-24.3,0,TRUE,29814,61826,50.4,47.38,25.2,FALSE,FALSE,NA,NA,14907,15456.5,8461.91,8773.83,NA,NA,16923.81,35095.31,7,0,288
all,NE,202206,8790,4412,4378,350741,50.2,-2.0999999999999943,19.8,1,100,176166,4989.61,199096.87,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-06,-4060,-2304.65,-31.6,0,TRUE,21640,55358,51.45,49.52,25.7,FALSE,FALSE,NA,NA,10820,13839.5,6141.93,7855.94,NA,NA,12283.87,31423.77,7,0,288
all,NE,202207,5706,2569,3137,356447,45,-5.200000000000003,20.2,1,100,176166,3238.99,202335.87,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-07,-3084,-1750.62,-35.1,0,TRUE,14496,44310,48.16,49.66,24.1,FALSE,FALSE,NA,NA,7248,11077.5,4114.3,6288.1,NA,NA,8228.6,25152.41,7,0,288
all,NE,202208,4531,1815,2716,360978,40.1,-4.899999999999999,20.4,1,100,176166,2572.01,204907.87,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-08,-1175,-666.98,-20.6,0,TRUE,10237,31877,42.83,48.68,21.4,FALSE,FALSE,NA,NA,5118.5,7969.25,2905.5,4523.72,NA,NA,5811,18094.87,7,0,288
all,NE,202209,3911,1704,2207,364889,43.6,3.5,20.7,1,100,176166,2220.07,207127.94,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-09,-620,-351.94,-13.7,0,TRUE,8442,22938,41.68,45.78,20.8,FALSE,FALSE,NA,NA,4221,5734.5,2396.04,3255.17,NA,NA,4792.07,13020.67,7,0,288
all,NE,202210,4493,1933,2560,369382,43,-0.6000000000000014,20.9,1,100,176166,2550.44,209678.37,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-10,582,330.37,14.9,0,TRUE,8404,18641,43.28,43.03,21.6,FALSE,FALSE,NA,NA,4202,4660.25,2385.25,2645.37,NA,NA,4770.5,10581.5,7,0,288
all,NE,202211,5639,2508,3131,375021,44.5,1.5,21.3,1,100,176166,3200.96,212879.33,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-11,1146,650.52,25.5,0,TRUE,10132,18574,43.83,42.86,21.9,FALSE,FALSE,NA,NA,5066,4643.5,2875.7,2635.87,NA,NA,5751.39,10543.46,7,0,288
all,NE,202212,5349,2148,3201,380370,40.2,-4.299999999999997,21.6,1,100,176166,3036.34,215915.67,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-12,-290,-164.62,-5.1,0,TRUE,10988,19392,42.37,42.77,21.2,FALSE,FALSE,NA,NA,5494,4848,3118.65,2751.95,NA,NA,6237.3,11007.8,7,0,288
all,NE,202213,4095,1511,2584,384465,36.9,-3.3000000000000043,21.7,1,100,176166,2324.51,218240.18,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-13,-1254,-711.83,-23.4,0,TRUE,9444,19576,38.74,41.38,19.4,FALSE,FALSE,NA,NA,4722,4894,2680.43,2778.06,NA,NA,5360.85,11112.25,7,0,288
all,NE,202214,2983,789,2194,387448,26.4,-10.5,21.8,1,100,176166,1693.29,219933.47,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-14,-1112,-631.22,-27.2,0,TRUE,7078,18066,32.5,38.5,16.2,FALSE,FALSE,NA,NA,3539,4516.5,2008.9,2563.78,NA,NA,4017.8,10255.1,7,0,288
all,NE,202215,2269,706,1563,389717,31.1,4.700000000000003,21.8,1,100,176166,1287.99,221221.46,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-15,-714,-405.3,-23.9,0,TRUE,5252,14696,28.47,35.07,14.2,FALSE,FALSE,NA,NA,2626,3674,1490.64,2085.53,NA,NA,2981.28,8342.13,7,0,288
all,NE,202216,1842,571,1271,391559,31,-0.10000000000000142,21.9,1,100,176166,1045.6,222267.07,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-16,-427,-242.39,-18.8,0,TRUE,4111,11189,31.06,31.97,15.5,FALSE,FALSE,NA,NA,2055.5,2797.25,1166.8,1587.85,NA,NA,2333.59,6351.4,7,0,288
all,NE,202217,1507,381,1126,393066,25.3,-5.699999999999999,21.9,1,100,176166,855.44,223122.51,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-17,-335,-190.16,-18.2,0,TRUE,3349,8601,28.43,28.45,14.2,FALSE,FALSE,NA,NA,1674.5,2150.25,950.52,1220.58,NA,NA,1901.05,4882.33,7,0,288
all,NE,202218,1370,367,1003,394436,26.8,1.5,21.9,1,100,176166,777.68,223900.19,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-18,-137,-77.76,-9.1,0,TRUE,2877,6988,26,28.98,13,FALSE,FALSE,NA,NA,1438.5,1747,816.56,991.68,NA,NA,1633.12,3966.71,7,0,288
all,NE,202219,1229,291,938,395665,23.7,-3.1000000000000014,21.9,1,100,176166,697.64,224597.82,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-19,-141,-80.04,-10.3,0,TRUE,2599,5948,25.32,27.07,12.7,FALSE,FALSE,NA,NA,1299.5,1487,737.66,844.09,NA,NA,1475.31,3376.36,7,0,288
all,NE,202220,1194,234,960,396859,19.6,-4.099999999999998,21.9,1,100,176166,677.77,225275.59,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-20,-35,-19.87,-2.8,0,TRUE,2423,5300,21.67,24.02,10.8,FALSE,FALSE,NA,NA,1211.5,1325,687.7,752.13,NA,NA,1375.41,3008.53,7,0,288
all,NE,202221,864,127,737,397723,14.7,-4.900000000000002,21.9,1,100,176166,490.45,225766.04,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-21,-330,-187.32,-27.6,0,TRUE,2058,4657,17.54,21.88,8.8,FALSE,FALSE,NA,NA,1029,1164.25,584.11,660.88,NA,NA,1168.22,2643.53,7,0,288
all,NE,202222,740,174,566,398463,23.5,8.8,21.9,1,100,176166,420.06,226186.1,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-22,-124,-70.39,-14.4,0,TRUE,1604,4027,18.77,20.51,9.4,FALSE,FALSE,NA,NA,802,1006.75,455.25,571.48,NA,NA,910.5,2285.91,7,0,288
all,NE,202223,767,297,470,399230,38.7,15.200000000000003,21.9,1,100,176166,435.38,226621.48,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-23,27,15.32,3.6,0,TRUE,1507,3565,31.25,23.34,15.6,FALSE,FALSE,NA,NA,753.5,891.25,427.72,505.91,NA,NA,855.44,2023.66,7,0,288
all,NE,202224,1433,581,852,400663,40.5,1.7999999999999972,22,1,100,176166,813.44,227434.92,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-24,666,378.06,86.8,0,TRUE,2200,3804,39.91,30.99,20,FALSE,FALSE,NA,NA,1100,951,624.41,539.83,NA,NA,1248.82,2159.33,7,0,288
all,NE,202225,1910,758,1152,402573,39.7,-0.7999999999999972,22.1,1,100,176166,1084.2,228519.12,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-25,477,270.76,33.3,0,TRUE,3343,4850,40.05,37.32,20,FALSE,FALSE,NA,NA,1671.5,1212.5,948.82,688.27,NA,NA,1897.64,2753.09,7,0,288
all,NE,202226,2649,1148,1501,405222,43.3,3.5999999999999943,22.2,1,100,176166,1503.7,230022.82,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-26,739,419.5,38.7,0,TRUE,4559,6759,41.81,41.19,20.9,FALSE,FALSE,NA,NA,2279.5,1689.75,1293.95,959.18,NA,NA,2587.9,3836.72,7,0,288
all,NE,202227,3385,1471,1914,408607,43.5,0.20000000000000284,22.4,1,100,176166,1921.48,231944.3,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-27,736,417.78,27.8,0,TRUE,6034,9377,43.4,42.21,21.7,FALSE,FALSE,NA,NA,3017,2344.25,1712.59,1330.71,NA,NA,3425.18,5322.82,7,0,288
all,NE,202228,2821,1187,1634,411428,42.1,-1.3999999999999986,22.5,1,100,176166,1601.33,233545.63,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-28,-564,-320.15,-16.7,0,TRUE,6206,10765,42.83,42.4,21.4,FALSE,FALSE,NA,NA,3103,2691.25,1761.41,1527.68,NA,NA,3522.81,6110.71,7,0,288
all,NE,202229,1900,791,1109,413328,41.6,-0.5,22.6,1,100,176166,1078.53,234624.16,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-29,-921,-522.8,-32.6,0,TRUE,4721,10755,41.9,42.74,20.9,FALSE,FALSE,NA,NA,2360.5,2688.75,1339.93,1526.26,NA,NA,2679.86,6105.04,7,0,288
all,NE,202230,1326,452,874,414654,34.1,-7.5,22.6,1,100,176166,752.7,235376.86,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-30,-574,-325.83,-30.2,0,TRUE,3226,9432,38.53,41.36,19.3,FALSE,FALSE,NA,NA,1613,2358,915.61,1338.51,NA,NA,1831.23,5354.04,7,0,288
all,NE,202231,987,344,643,415641,34.9,0.7999999999999972,22.7,1,100,176166,560.27,235937.13,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-31,-339,-192.43,-25.6,0,TRUE,2313,7034,34.41,39.44,17.2,FALSE,FALSE,NA,NA,1156.5,1758.5,656.48,998.21,NA,NA,1312.97,3992.82,7,0,288
all,NE,202232,1102,375,727,416743,34,-0.8999999999999986,22.7,1,100,176166,625.55,236562.67,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-32,115,65.28,11.7,0,TRUE,2089,5315,34.42,36.91,17.2,FALSE,FALSE,NA,NA,1044.5,1328.75,592.91,754.26,NA,NA,1185.81,3017.04,7,0,288
all,NE,202233,931,302,629,417674,32.4,-1.6000000000000014,22.7,1,100,176166,528.48,237091.15,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-33,-171,-97.07,-15.5,0,TRUE,2033,4346,33.3,33.89,16.7,FALSE,FALSE,NA,NA,1016.5,1086.5,577.01,616.75,NA,NA,1154.03,2466.99,7,0,288
all,NE,202234,950,302,648,418624,31.8,-0.5999999999999979,22.7,1,100,176166,539.26,237630.42,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-34,19,10.78,2,0,TRUE,1881,3970,32.11,33.32,16.1,FALSE,FALSE,NA,NA,940.5,992.5,533.87,563.39,NA,NA,1067.74,2253.56,7,0,288
all,NE,202235,905,253,652,419529,28,-3.8000000000000007,22.7,1,100,176166,513.72,238144.14,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-35,-45,-25.54,-4.7,0,TRUE,1855,3888,29.92,31.69,15,FALSE,FALSE,NA,NA,927.5,972,526.49,551.75,NA,NA,1052.98,2207.01,7,0,288
all,NE,202236,923,235,688,420452,25.5,-2.5,22.7,1,100,176166,523.94,238668.07,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-36,18,10.22,2,0,TRUE,1828,3709,26.7,29.44,13.3,FALSE,FALSE,NA,NA,914,927.25,518.83,526.35,NA,NA,1037.66,2105.4,7,0,288
all,NE,202237,1101,358,743,421553,32.5,7,22.8,1,100,176166,624.98,239293.05,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-37,178,101.04,19.3,0,TRUE,2024,3879,29.3,29.6,14.6,FALSE,FALSE,NA,NA,1012,969.75,574.46,550.48,NA,NA,1148.92,2201.9,7,0,288
all,NE,202238,1049,366,683,422602,34.9,2.3999999999999986,22.8,1,100,176166,595.46,239888.51,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-38,-52,-29.52,-4.7,0,TRUE,2150,3978,33.67,30.47,16.8,FALSE,FALSE,NA,NA,1075,994.5,610.22,564.52,NA,NA,1220.44,2258.1,7,0,288
all,NE,202239,1685,614,1071,424287,36.4,1.5,22.9,1,100,176166,956.48,240845,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-39,636,361.02,60.6,0,TRUE,2734,4758,35.84,33.06,17.9,FALSE,FALSE,NA,NA,1367,1189.5,775.97,675.22,NA,NA,1551.95,2700.86,7,0,288
all,NE,202240,1967,848,1119,426254,43.1,6.700000000000003,22.9,1,100,176166,1116.56,241961.56,COVID19Test,,2023-11-28_06-00-38,isoweek,2022-40,282,160.08,16.7,0,TRUE,3652,5802,40.03,37.68,20,FALSE,FALSE,NA,NA,1826,1450.5,1036.52,823.37,NA,NA,2073.04,3293.48,7,0,288
