sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all
female,all,VD,202127,18988,123,18865,507142,0.6,0.19999999999999996,8.9,0.51,51,418657,4535.46,121135.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,2987,713.48,18.7,-0.3999999999999986,TRUE
female,all,VS,202127,2773,44,2729,164466,1.6,0.9000000000000001,12.2,0.508,50.8,177734,1560.2,92534.91,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-83,-46.7,-2.9,0,TRUE
female,all,ZG,202127,2431,46,2385,75273,1.9,1.0999999999999999,5.9,0.495,49.5,64046,3795.71,117529.59,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-39,-60.89,-1.6,-2,TRUE
female,all,ZH,202127,11896,229,11667,800586,1.9,1.0999999999999999,7.7,0.496,49.6,784417,1516.54,102061.28,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,640,81.59,5.7,0.3999999999999986,TRUE
unknown,all,AG,202127,10,0,10,181,0,0,6.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,11.1,0,TRUE
unknown,all,AI,202127,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,AR,202127,1,0,1,3,0,0,33.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,0,-0.1,TRUE
unknown,all,BE,202127,37,0,37,440,0,0,8,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-11,NA,-22.9,-0.09999999999999998,TRUE
unknown,all,BL,202127,11,0,11,82,0,0,2.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-1,NA,-8.3,0,TRUE
unknown,all,BS,202127,21,0,21,892,0,0,1.9,0.003,0.3,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,8,NA,61.5,0.09999999999999998,TRUE
unknown,all,FL,202127,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,FR,202127,3,0,3,40,0,0,5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,50,0,TRUE
unknown,all,GE,202127,8,0,8,202,0,0,5.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-1,NA,-11.1,0,TRUE
unknown,all,GL,202127,0,0,NA,9,NA,NA,11.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,GR,202127,0,0,NA,22,NA,NA,13.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,JU,202127,1,0,1,3,0,NA,33.3,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,NA,0.2,TRUE
unknown,all,LU,202127,0,0,NA,45,NA,NA,8.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-1,NA,-100,0,TRUE
unknown,all,NE,202127,5,0,5,122,0,0,0.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-3,NA,-37.5,-0.1,TRUE
unknown,all,NW,202127,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,OW,202127,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,SG,202127,5,0,5,62,0,NA,16.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,5,NA,NA,0.1,TRUE
unknown,all,SH,202127,1,0,1,9,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,NA,0.1,TRUE
unknown,all,SO,202127,1,0,1,44,0,NA,9.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,NA,0,TRUE
unknown,all,SZ,202127,0,0,NA,30,NA,NA,13.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,TG,202127,3,0,3,61,0,NA,4.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,3,NA,NA,0.1,TRUE
unknown,all,TI,202127,1,0,1,23,0,NA,4.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,1,NA,NA,0,TRUE
unknown,all,UR,202127,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,VD,202127,66,0,66,1330,0,0,3.9,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-20,NA,-23.3,-0.09999999999999998,TRUE
unknown,all,VS,202127,4,0,4,403,0,0,1.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,-2,NA,-33.3,0,TRUE
unknown,all,ZG,202127,0,0,NA,22,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,0,NA,NA,0,TRUE
unknown,all,ZH,202127,41,0,41,663,0,0,3.6,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-27,24,NA,141.2,0.1,TRUE
male,all,AG,202128,7076,102,6974,270330,1.4,0.2999999999999998,9.1,0.505,50.5,353433,2002.08,76486.92,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-198,-56.02,-2.7,0.7000000000000028,TRUE
male,all,AI,202128,101,0,101,7908,0,0,8.8,0.532,53.2,8389,1203.96,94266.3,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-8,-95.36,-7.3,5.6000000000000085,TRUE
male,all,AR,202128,384,2,382,18206,0.5,-0.5,10.4,0.475,47.5,27993,1371.77,65037.69,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-22,-78.59,-5.4,-1.1000000000000014,TRUE
male,all,BE,202128,7261,171,7090,395226,2.4,1.4,8.2,0.491,49.1,514609,1410.97,76801.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-497,-96.58,-6.4,-0.19999999999999574,TRUE
male,all,BL,202128,3848,60,3788,130485,1.6,0.8,7,0.488,48.8,143638,2678.96,90842.95,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-48,-33.41,-1.2,1,TRUE
male,all,BS,202128,2765,75,2690,115123,2.7,1.8000000000000003,5.6,0.479,47.9,95406,2898.14,120666.42,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-331,-346.94,-10.7,-0.7999999999999972,TRUE
male,all,FL,202128,662,10,652,22669,1.5,0.10000000000000009,7,0.472,47.199999999999996,19368,3418.01,117043.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,23,118.75,3.6,1.5999999999999943,TRUE
male,all,FR,202128,4081,43,4038,132356,1.1,0.40000000000000013,12,0.485,48.5,165058,2472.46,80187.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,371,224.77,10,0.5,TRUE
male,all,GE,202128,7501,365,7136,336885,4.9,3.2,9.5,0.483,48.3,246918,3037.85,136435.98,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,550,222.75,7.9,1.999999999999993,TRUE
male,all,GL,202128,456,12,444,15730,2.6,-0.3999999999999999,8.8,0.534,53.400000000000006,20812,2191.04,75581.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,88,422.83,23.9,2.4000000000000057,TRUE
male,all,GR,202128,1083,35,1048,158068,3.2,0.10000000000000009,4.6,0.471,47.099999999999994,101045,1071.8,156433.27,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-231,-228.61,-17.6,-1.1000000000000014,TRUE
male,all,JU,202128,353,5,348,26505,1.4,-2.2,12.8,0.513,51.300000000000004,36522,966.54,72572.7,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,105,287.5,42.3,3.200000000000003,TRUE
male,all,LU,202128,2510,133,2377,136453,5.3,2.8,10.8,0.5,50,209465,1198.29,65143.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-218,-104.08,-8,0.29999999999999716,TRUE
male,all,NE,202128,2312,21,2291,82774,0.9,0.5,10.1,0.489,48.9,86394,2676.11,95809.89,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-358,-414.38,-13.4,0.8999999999999986,TRUE
male,all,NW,202128,344,12,332,15700,3.5,2.7,8.6,0.548,54.800000000000004,22488,1529.7,69815.01,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-144,-640.35,-29.5,2.5,TRUE
male,all,OW,202128,233,8,225,12846,3.4,0.7999999999999998,10.3,0.409,40.9,19454,1197.7,66032.69,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-190,-976.66,-44.9,-8.300000000000004,TRUE
male,all,SG,202128,3710,122,3588,181128,3.3,1.0999999999999996,11.9,0.479,47.9,260651,1423.36,69490.62,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-204,-78.26,-5.2,2.3999999999999986,TRUE
male,all,SH,202128,775,16,759,32010,2.1,1.3,8.1,0.505,50.5,41608,1862.62,76932.32,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,7,16.82,0.9,0.6000000000000014,TRUE
male,all,SO,202128,3726,43,3683,115754,1.2,0.7,8,0.494,49.4,140047,2660.54,82653.68,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-487,-347.74,-11.6,-2.1000000000000014,TRUE
male,all,SZ,202128,1296,59,1237,64813,4.6,1.0999999999999996,10.1,0.488,48.8,84061,1541.74,77102.34,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,73,86.84,6,0.6999999999999957,TRUE
male,all,TG,202128,1771,24,1747,98715,1.4,0.4999999999999999,9.4,0.484,48.4,144147,1228.61,68482.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-197,-136.66,-10,1.999999999999993,TRUE
male,all,TI,202128,1782,106,1676,169650,5.9,2.3000000000000003,9.4,0.5,50,171449,1039.38,98950.71,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-55,-32.08,-3,0.6000000000000014,TRUE
male,all,UR,202128,438,2,436,24573,0.5,0.5,6.8,0.468,46.800000000000004,18844,2324.35,130402.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-81,-429.84,-15.6,-3.3999999999999986,TRUE
male,all,VD,202128,14066,201,13865,481940,1.4,0.7,8.8,0.488,48.8,404311,3479.01,119200.32,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-4122,-1019.51,-22.7,0,TRUE
male,all,VS,202128,2614,89,2525,161316,3.4,1.1,11.5,0.49,49,175475,1489.67,91931.04,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-68,-38.75,-2.5,-0.10000000000000142,TRUE
male,all,ZG,202128,2360,46,2314,81895,1.9,-0.3999999999999999,5.7,0.487,48.699999999999996,65741,3589.84,124572.18,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-124,-188.62,-5,-1.8000000000000043,TRUE
male,all,ZH,202128,18631,600,18031,777907,3.2,1,7.8,0.483,48.3,780245,2387.84,99700.35,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,6577,842.94,54.6,-1.9000000000000057,TRUE
female,all,AG,202128,6924,95,6829,281954,1.4,0.5999999999999999,8.9,0.494,49.4,349653,1980.25,80638.23,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-405,-115.83,-5.5,-0.8000000000000043,TRUE
female,all,AI,202128,89,0,89,9071,0,0,7,0.468,46.800000000000004,7971,1116.55,113800.03,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-31,-388.91,-25.8,-5.600000000000001,TRUE
female,all,AR,202128,425,5,420,20059,1.2,0.5,10.3,0.525,52.5,27592,1540.3,72698.61,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-3,-10.87,-0.7,1.1999999999999957,TRUE
female,all,BE,202128,7514,118,7396,438734,1.6,0.7000000000000001,8,0.508,50.8,532864,1410.12,82335.08,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-441,-82.76,-5.5,0.29999999999999716,TRUE
female,all,BL,202128,4037,51,3986,152801,1.3,0.5,6,0.511,51.1,149179,2706.14,102427.96,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-199,-133.4,-4.7,-0.8999999999999986,TRUE
female,all,BS,202128,2986,68,2918,129193,2.3,1.6999999999999997,5.3,0.517,51.7,100630,2967.31,128384.18,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-251,-249.42,-7.8,0.8000000000000043,TRUE
female,all,FL,202128,742,7,735,32456,0.9,0.20000000000000007,5.3,0.528,52.800000000000004,19687,3768.98,164860.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-21,-106.67,-2.8,-1.6000000000000014,TRUE
female,all,FR,202128,4331,43,4288,141423,1,0.7,12.2,0.515,51.5,164751,2628.82,85840.45,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,307,186.35,7.6,-0.5,TRUE
female,all,GE,202128,8003,308,7695,379850,3.8,2.6999999999999997,9.4,0.516,51.6,262530,3048.41,144688.23,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-35,-13.34,-0.4,-2,TRUE
female,all,GL,202128,398,11,387,16819,2.8,0.7999999999999998,9.3,0.466,46.6,20378,1953.09,82535.09,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,44,215.92,12.4,-2.3999999999999986,TRUE
female,all,GR,202128,1215,43,1172,138831,3.5,1.2000000000000002,5.1,0.529,52.900000000000006,100331,1210.99,138372.99,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-199,-198.35,-14.1,1.1000000000000014,TRUE
female,all,JU,202128,335,8,327,32473,2.4,-1.6999999999999997,12.5,0.487,48.699999999999996,37276,898.7,87115.03,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,68,182.42,25.5,-3.000000000000007,TRUE
female,all,LU,202128,2512,90,2422,145537,3.6,2.2,10.7,0.5,50,210861,1191.31,69020.35,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-254,-120.45,-9.2,-0.29999999999999716,TRUE
female,all,NE,202128,2413,24,2389,93206,1,0.7,10.2,0.51,51,89772,2687.92,103825.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-470,-523.55,-16.3,-0.8999999999999986,TRUE
female,all,NW,202128,284,5,279,15683,1.8,0.9,9.1,0.452,45.2,21406,1326.73,73264.51,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-161,-752.13,-36.2,-2.499999999999993,TRUE
female,all,OW,202128,336,6,330,14270,1.8,1.1,10.1,0.591,59.099999999999994,18981,1770.19,75180.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-100,-526.84,-22.9,8.299999999999997,TRUE
female,all,SG,202128,4030,98,3932,200937,2.4,0.8999999999999999,11.5,0.521,52.1,258594,1558.43,77703.66,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-656,-253.68,-14,-2.4000000000000057,TRUE
female,all,SH,202128,759,8,751,33025,1.1,0.20000000000000007,8,0.495,49.5,42387,1790.64,77913.04,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-10,-23.6,-1.3,-0.5,TRUE
female,all,SO,202128,3819,43,3776,119397,1.1,0.7000000000000001,7.9,0.506,50.6,140198,2724,85163.13,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-146,-104.14,-3.7,2.1000000000000014,TRUE
female,all,SZ,202128,1357,43,1314,63409,3.2,0.20000000000000018,10.5,0.511,51.1,79628,1704.17,79631.54,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,40,50.23,3,-0.7999999999999972,TRUE
female,all,TG,202128,1887,28,1859,111244,1.5,0.6,9.2,0.516,51.6,141817,1330.59,78441.94,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-385,-271.47,-16.9,-1.8999999999999986,TRUE
female,all,TI,202128,1781,79,1702,188969,4.4,1.7000000000000002,9,0.5,50,180732,985.44,104557.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-103,-56.99,-5.5,-0.6000000000000014,TRUE
female,all,UR,202128,498,3,495,26757,0.6,0.6,6.4,0.532,53.2,18203,2735.81,146992.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-17,-93.39,-3.3,3.4000000000000057,TRUE
female,all,VD,202128,14746,182,14564,521888,1.2,0.6,8.6,0.511,51.1,418657,3522.22,124657.66,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-4242,-1013.24,-22.3,0.10000000000000142,TRUE
female,all,VS,202128,2709,80,2629,167175,3,1.4,12.1,0.508,50.8,177734,1524.19,94059.1,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-64,-36.01,-2.3,0,TRUE
female,all,ZG,202128,2490,51,2439,77763,2,0.10000000000000009,5.8,0.513,51.300000000000004,64046,3887.83,121417.42,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,59,92.12,2.4,1.8000000000000043,TRUE
female,all,ZH,202128,19888,516,19372,820474,2.6,0.7000000000000002,7.5,0.516,51.6,784417,2535.39,104596.66,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,7992,1018.85,67.2,2,TRUE
unknown,all,AG,202128,9,1,8,190,11.1,11.1,6.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-1,NA,-10,0,TRUE
unknown,all,AI,202128,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,AR,202128,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-1,NA,-100,-0.1,TRUE
unknown,all,BE,202128,7,0,7,447,0,0,7.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-30,NA,-81.1,-0.2,TRUE
unknown,all,BL,202128,8,0,8,90,0,0,2.2,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-3,NA,-27.3,0,TRUE
unknown,all,BS,202128,22,0,22,914,0,0,1.9,0.004,0.4,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,1,NA,4.8,0.10000000000000003,TRUE
unknown,all,FL,202128,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,FR,202128,2,0,2,42,0,0,4.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-1,NA,-33.3,0,TRUE
unknown,all,GE,202128,17,0,17,219,0,0,5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,9,NA,112.5,0,TRUE
unknown,all,GL,202128,0,0,NA,9,NA,NA,11.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,GR,202128,0,0,NA,22,NA,NA,13.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,JU,202128,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-1,NA,-100,-0.2,TRUE
unknown,all,LU,202128,1,0,1,46,0,NA,8.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,1,NA,NA,0,TRUE
unknown,all,NE,202128,7,0,7,129,0,0,0.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,2,NA,40,0,TRUE
unknown,all,NW,202128,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,OW,202128,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,SG,202128,2,0,2,64,0,0,15.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-3,NA,-60,-0.1,TRUE
unknown,all,SH,202128,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-1,NA,-100,-0.1,TRUE
unknown,all,SO,202128,2,0,2,46,0,0,8.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,1,NA,100,0,TRUE
unknown,all,SZ,202128,2,0,2,32,0,NA,12.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,2,NA,NA,0.1,TRUE
unknown,all,TG,202128,0,0,NA,61,NA,NA,4.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-3,NA,-100,-0.1,TRUE
unknown,all,TI,202128,1,0,1,24,0,0,4.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,0,0,TRUE
unknown,all,UR,202128,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,VD,202128,24,0,24,1354,0,0,3.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-42,NA,-63.6,-0.1,TRUE
unknown,all,VS,202128,7,0,7,410,0,0,1.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,3,NA,75,0,TRUE
unknown,all,ZG,202128,0,0,NA,22,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,0,NA,NA,0,TRUE
unknown,all,ZH,202128,37,0,37,700,0,0,3.4,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-28,-4,NA,-9.8,-0.1,TRUE
male,all,AG,202129,6395,150,6245,276725,2.3,0.8999999999999999,8.9,0.508,50.8,353433,1809.4,78296.31,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-681,-192.68,-9.6,0.29999999999999716,TRUE
male,all,AI,202129,97,1,96,8005,1,1,8.7,0.53,53,8389,1156.28,95422.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-4,-47.68,-4,-0.20000000000000284,TRUE
male,all,AR,202129,396,8,388,18602,2,1.5,10.3,0.499,49.9,27993,1414.64,66452.33,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,12,42.87,3.1,2.3999999999999986,TRUE
male,all,BE,202129,6463,187,6276,401689,2.9,0.5,8.1,0.486,48.6,514609,1255.9,78057.13,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-798,-155.07,-11,-0.5,TRUE
male,all,BL,202129,4541,100,4441,135026,2.2,0.6000000000000001,6.8,0.524,52.400000000000006,143638,3161.42,94004.37,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,693,482.46,18,3.6000000000000085,TRUE
male,all,BS,202129,3054,79,2975,118177,2.6,-0.10000000000000009,5.6,0.493,49.3,95406,3201.06,123867.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,289,302.92,10.5,1.3999999999999986,TRUE
male,all,FL,202129,750,9,741,23419,1.2,-0.30000000000000004,6.8,0.52,52,19368,3872.37,120915.94,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,88,454.36,13.3,4.800000000000004,TRUE
male,all,FR,202129,3588,45,3543,135944,1.3,0.19999999999999996,11.7,0.491,49.1,165058,2173.78,82361.35,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-493,-298.68,-12.1,0.6000000000000014,TRUE
male,all,GE,202129,7117,567,6550,344002,8,3.0999999999999996,9.5,0.485,48.5,246918,2882.33,139318.32,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-384,-155.52,-5.1,0.20000000000000284,TRUE
male,all,GL,202129,473,22,451,16203,4.7,2.1,8.7,0.493,49.3,20812,2272.73,77854.12,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,17,81.69,3.7,-4.1000000000000085,TRUE
male,all,GR,202129,1169,55,1114,159237,4.7,1.5,4.6,0.498,49.8,101045,1156.91,157590.18,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,86,85.11,7.9,2.700000000000003,TRUE
male,all,JU,202129,264,15,249,26769,5.7,4.300000000000001,12.7,0.481,48.1,36522,722.85,73295.55,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-89,-243.69,-25.2,-3.200000000000003,TRUE
male,all,LU,202129,2367,184,2183,138820,7.8,2.5,10.7,0.497,49.7,209465,1130.02,66273.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-143,-68.27,-5.7,-0.29999999999999716,TRUE
male,all,NE,202129,939,46,893,83713,4.9,4,10.1,0.473,47.3,86394,1086.88,96896.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1373,-1589.23,-59.4,-1.6000000000000014,TRUE
male,all,NW,202129,316,6,310,16016,1.9,-1.6,8.5,0.511,51.1,22488,1405.19,71220.21,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-28,-124.51,-8.1,-3.700000000000003,TRUE
male,all,OW,202129,274,8,266,13120,2.9,-0.5,10.2,0.48,48,19454,1408.45,67441.14,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,41,210.75,17.6,7.100000000000001,TRUE
male,all,SG,202129,3381,138,3243,184509,4.1,0.7999999999999998,11.8,0.473,47.3,260651,1297.14,70787.76,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-329,-126.22,-8.9,-0.6000000000000014,TRUE
male,all,SH,202129,656,16,640,32666,2.4,0.2999999999999998,8,0.483,48.3,41608,1576.62,78508.94,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-119,-286,-15.4,-2.200000000000003,TRUE
