geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
CH02,202305,25,TRUE,15457,1,100,1907491,1.31,810.33,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,-4,-0.21,-13.8,0,FALSE,FALSE,54,122,27,30.5,NA,NA,1.42,1.6,NA,NA,2.83,6.4,25,0,7,44
CH03,202305,12,TRUE,8523,1,100,1191939,1.01,715.05,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,3,0.25,33.3,0,FALSE,FALSE,21,46,10.5,11.5,NA,NA,0.88,0.96,NA,NA,1.76,3.86,12,0,7,17
CH04,202305,4,TRUE,9188,1,100,1564662,0.26,587.22,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,-5,-0.32,-55.6,0,FALSE,FALSE,13,31,6.5,7.75,NA,NA,0.42,0.5,NA,NA,0.83,1.98,4,0,7,17
CH05,202305,11,TRUE,8625,1,100,1203715,0.91,716.53,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,-6,-0.5,-35.3,0,FALSE,FALSE,28,57,14,14.25,NA,NA,1.16,1.18,NA,NA,2.33,4.74,11,0,7,38
CH06,202305,7,TRUE,4669,1,100,833178,0.84,560.38,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,3,0.36,75,0,FALSE,FALSE,11,20,5.5,5,NA,NA,0.66,0.6,NA,NA,1.32,2.4,7,0,7,3
CH07,202305,2,TRUE,4309,1,100,352181,0.57,1223.52,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-05,-1,-0.28,-33.3,0,FALSE,FALSE,5,18,2.5,4.5,NA,NA,0.71,1.28,NA,NA,1.42,5.11,2,0,7,0
CH01,202306,26,TRUE,13644,1,100,1685625,1.54,809.43,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,-4,-0.24,-13.3,0,FALSE,FALSE,56,113,28,28.25,NA,NA,1.66,1.68,NA,NA,3.32,6.7,26,0,7,6
CH02,202306,23,TRUE,15480,1,100,1907491,1.21,811.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,-2,-0.1,-8,0,FALSE,FALSE,48,107,24,26.75,NA,NA,1.26,1.4,NA,NA,2.52,5.61,23,0,7,44
CH03,202306,13,TRUE,8536,1,100,1191939,1.09,716.14,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,1,0.08,8.3,0,FALSE,FALSE,25,48,12.5,12,NA,NA,1.05,1.01,NA,NA,2.1,4.03,13,0,7,17
CH04,202306,10,TRUE,9198,1,100,1564662,0.64,587.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,6,0.38,150,0,FALSE,FALSE,14,29,7,7.25,NA,NA,0.45,0.46,NA,NA,0.89,1.85,10,0,7,17
CH05,202306,11,TRUE,8636,1,100,1203715,0.91,717.45,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,0,0,0,0,FALSE,FALSE,22,53,11,13.25,NA,NA,0.91,1.1,NA,NA,1.83,4.4,11,0,7,38
CH06,202306,8,TRUE,4677,1,100,833178,0.96,561.34,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,1,0.12,14.3,0,FALSE,FALSE,15,26,7.5,6.5,NA,NA,0.9,0.78,NA,NA,1.8,3.12,8,0,7,3
CH07,202306,5,TRUE,4314,1,100,352181,1.42,1224.94,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-06,3,0.85,150,0,FALSE,FALSE,7,17,3.5,4.25,NA,NA,0.99,1.21,NA,NA,1.99,4.83,5,0,7,0
CH01,202307,32,TRUE,13676,1,100,1685625,1.9,811.33,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,6,0.36,23.1,0,FALSE,FALSE,58,120,29,30,NA,NA,1.72,1.78,NA,NA,3.44,7.12,32,0,7,6
CH02,202307,29,TRUE,15509,1,100,1907491,1.52,813.06,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,6,0.31,26.1,0,FALSE,FALSE,52,106,26,26.5,NA,NA,1.36,1.39,NA,NA,2.73,5.56,29,0,7,44
CH03,202307,17,TRUE,8553,1,100,1191939,1.43,717.57,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,4,0.34,30.8,0,FALSE,FALSE,30,51,15,12.75,NA,NA,1.26,1.07,NA,NA,2.52,4.28,17,0,7,17
CH04,202307,12,TRUE,9210,1,100,1564662,0.77,588.63,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,2,0.13,20,0,FALSE,FALSE,22,35,11,8.75,NA,NA,0.7,0.56,NA,NA,1.41,2.24,12,0,7,17
CH05,202307,35,TRUE,8671,1,100,1203715,2.91,720.35,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,24,2,218.2,0,FALSE,FALSE,46,74,23,18.5,NA,NA,1.91,1.54,NA,NA,3.82,6.15,35,0,7,38
CH06,202307,8,TRUE,4685,1,100,833178,0.96,562.3,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,0,0,0,0,FALSE,FALSE,16,27,8,6.75,NA,NA,0.96,0.81,NA,NA,1.92,3.24,8,0,7,3
CH07,202307,9,TRUE,4323,1,100,352181,2.56,1227.49,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-07,4,1.14,80,0,FALSE,FALSE,14,19,7,4.75,NA,NA,1.99,1.35,NA,NA,3.98,5.39,9,0,7,0
CH01,202308,36,TRUE,13712,1,100,1685625,2.14,813.47,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,4,0.24,12.5,0,FALSE,FALSE,68,124,34,31,NA,NA,2.02,1.84,NA,NA,4.03,7.36,36,0,7,6
CH02,202308,36,TRUE,15545,1,100,1907491,1.89,814.94,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,7,0.37,24.1,0,FALSE,FALSE,65,113,32.5,28.25,NA,NA,1.7,1.48,NA,NA,3.41,5.92,36,0,7,44
CH03,202308,19,TRUE,8572,1,100,1191939,1.59,719.16,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,2,0.16,11.8,0,FALSE,FALSE,36,61,18,15.25,NA,NA,1.51,1.28,NA,NA,3.02,5.12,19,0,7,17
CH04,202308,11,TRUE,9221,1,100,1564662,0.7,589.33,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,-1,-0.07,-8.3,0,FALSE,FALSE,23,37,11.5,9.25,NA,NA,0.73,0.59,NA,NA,1.47,2.36,11,0,7,17
CH05,202308,32,TRUE,8703,1,100,1203715,2.66,723.01,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,-3,-0.25,-8.6,0,FALSE,FALSE,67,89,33.5,22.25,NA,NA,2.78,1.85,NA,NA,5.57,7.39,32,0,7,38
CH06,202308,4,TRUE,4689,1,100,833178,0.48,562.78,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,-4,-0.48,-50,0,FALSE,FALSE,12,27,6,6.75,NA,NA,0.72,0.81,NA,NA,1.44,3.24,4,0,7,3
CH07,202308,11,TRUE,4334,1,100,352181,3.12,1230.62,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-08,2,0.56,22.2,0,FALSE,FALSE,20,27,10,6.75,NA,NA,2.84,1.92,NA,NA,5.68,7.67,11,0,7,0
CH01,202309,41,TRUE,13753,1,100,1685625,2.43,815.9,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,5,0.29,13.9,0,FALSE,FALSE,77,135,38.5,33.75,NA,NA,2.28,2,NA,NA,4.57,8.01,41,0,7,6
CH02,202309,27,TRUE,15572,1,100,1907491,1.42,816.36,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,-9,-0.47,-25,0,FALSE,FALSE,63,115,31.5,28.75,NA,NA,1.65,1.51,NA,NA,3.3,6.03,27,0,7,44
CH03,202309,23,TRUE,8595,1,100,1191939,1.93,721.09,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,4,0.34,21.1,0,FALSE,FALSE,42,72,21,18,NA,NA,1.76,1.51,NA,NA,3.52,6.04,23,0,7,17
CH04,202309,20,TRUE,9241,1,100,1564662,1.28,590.61,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,9,0.58,81.8,0,FALSE,FALSE,31,53,15.5,13.25,NA,NA,0.99,0.85,NA,NA,1.98,3.39,20,0,7,17
CH05,202309,42,TRUE,8745,1,100,1203715,3.49,726.5,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,10,0.83,31.2,0,FALSE,FALSE,74,120,37,30,NA,NA,3.07,2.49,NA,NA,6.15,9.97,42,0,7,38
CH06,202309,9,TRUE,4698,1,100,833178,1.08,563.87,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,5,0.6,125,0,FALSE,FALSE,13,29,6.5,7.25,NA,NA,0.78,0.87,NA,NA,1.56,3.48,9,0,7,3
CH07,202309,7,TRUE,4341,1,100,352181,1.99,1232.6,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-09,-4,-1.13,-36.4,0,FALSE,FALSE,18,32,9,8,NA,NA,2.56,2.27,NA,NA,5.11,9.09,7,0,7,0
CH01,202310,35,TRUE,13788,1,100,1685625,2.08,817.98,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,-6,-0.35,-14.6,0,FALSE,FALSE,76,144,38,36,NA,NA,2.25,2.14,NA,NA,4.51,8.54,35,0,7,6
CH02,202310,40,TRUE,15612,1,100,1907491,2.1,818.46,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,13,0.68,48.1,0,FALSE,FALSE,67,132,33.5,33,NA,NA,1.76,1.73,NA,NA,3.51,6.92,40,0,7,44
CH03,202310,28,TRUE,8623,1,100,1191939,2.35,723.44,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,5,0.42,21.7,0,FALSE,FALSE,51,87,25.5,21.75,NA,NA,2.14,1.82,NA,NA,4.28,7.3,28,0,7,17
CH04,202310,18,TRUE,9259,1,100,1564662,1.15,591.76,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,-2,-0.13,-10,0,FALSE,FALSE,38,61,19,15.25,NA,NA,1.21,0.97,NA,NA,2.43,3.9,18,0,7,17
CH05,202310,35,TRUE,8780,1,100,1203715,2.91,729.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,-7,-0.58,-16.7,0,FALSE,FALSE,77,144,38.5,36,NA,NA,3.2,2.99,NA,NA,6.4,11.96,35,0,7,38
CH06,202310,6,TRUE,4704,1,100,833178,0.72,564.59,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,-3,-0.36,-33.3,0,FALSE,FALSE,15,27,7.5,6.75,NA,NA,0.9,0.81,NA,NA,1.8,3.24,6,0,7,3
CH07,202310,11,TRUE,4352,1,100,352181,3.12,1235.73,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-10,4,1.13,57.1,0,FALSE,FALSE,18,38,9,9.5,NA,NA,2.56,2.7,NA,NA,5.11,10.79,11,0,7,0
CH01,202311,31,TRUE,13819,1,100,1685625,1.84,819.81,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,-4,-0.24,-11.4,0,FALSE,FALSE,66,143,33,35.75,NA,NA,1.96,2.12,NA,NA,3.92,8.48,31,0,7,6
CH02,202311,35,TRUE,15647,1,100,1907491,1.83,820.29,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,-5,-0.27,-12.5,0,FALSE,FALSE,75,138,37.5,34.5,NA,NA,1.97,1.81,NA,NA,3.93,7.23,35,0,7,44
CH03,202311,32,TRUE,8655,1,100,1191939,2.68,726.13,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,4,0.33,14.3,0,FALSE,FALSE,60,102,30,25.5,NA,NA,2.52,2.14,NA,NA,5.03,8.56,32,0,7,17
CH04,202311,15,TRUE,9274,1,100,1564662,0.96,592.72,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,-3,-0.19,-16.7,0,FALSE,FALSE,33,64,16.5,16,NA,NA,1.05,1.02,NA,NA,2.11,4.09,15,0,7,17
CH05,202311,35,TRUE,8815,1,100,1203715,2.91,732.32,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,0,0,0,0,FALSE,FALSE,70,144,35,36,NA,NA,2.91,2.99,NA,NA,5.82,11.96,35,0,7,38
CH06,202311,2,TRUE,4706,1,100,833178,0.24,564.83,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,-4,-0.48,-66.7,0,FALSE,FALSE,8,21,4,5.25,NA,NA,0.48,0.63,NA,NA,0.96,2.52,2,0,7,3
CH07,202311,3,TRUE,4355,1,100,352181,0.85,1236.58,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-11,-8,-2.27,-72.7,0,FALSE,FALSE,14,32,7,8,NA,NA,1.99,2.27,NA,NA,3.98,9.09,3,0,7,0
CH01,202312,44,TRUE,13863,1,100,1685625,2.61,822.42,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,13,0.77,41.9,0,FALSE,FALSE,75,151,37.5,37.75,NA,NA,2.22,2.24,NA,NA,4.45,8.96,44,0,7,6
CH02,202312,47,TRUE,15694,1,100,1907491,2.46,822.76,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,12,0.63,34.3,0,FALSE,FALSE,82,149,41,37.25,NA,NA,2.15,1.95,NA,NA,4.3,7.81,47,0,7,44
CH03,202312,31,TRUE,8686,1,100,1191939,2.6,728.73,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,-1,-0.08,-3.1,0,FALSE,FALSE,63,114,31.5,28.5,NA,NA,2.64,2.39,NA,NA,5.29,9.56,31,0,7,17
CH04,202312,20,TRUE,9294,1,100,1564662,1.28,593.99,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,5,0.32,33.3,0,FALSE,FALSE,35,73,17.5,18.25,NA,NA,1.12,1.17,NA,NA,2.24,4.67,20,0,7,17
CH05,202312,29,TRUE,8844,1,100,1203715,2.41,734.73,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,-6,-0.5,-17.1,0,FALSE,FALSE,64,141,32,35.25,NA,NA,2.66,2.93,NA,NA,5.32,11.71,29,0,7,38
CH06,202312,1,TRUE,4707,1,100,833178,0.12,564.95,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,-1,-0.12,-50,0,FALSE,FALSE,3,18,1.5,4.5,NA,NA,0.18,0.54,NA,NA,0.36,2.16,1,0,7,3
CH07,202312,6,TRUE,4361,1,100,352181,1.7,1238.28,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-12,3,0.85,100,0,FALSE,FALSE,9,27,4.5,6.75,NA,NA,1.28,1.92,NA,NA,2.56,7.67,6,0,7,0
CH01,202313,31,TRUE,13894,1,100,1685625,1.84,824.26,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,-13,-0.77,-29.5,0,FALSE,FALSE,75,141,37.5,35.25,NA,NA,2.22,2.09,NA,NA,4.45,8.36,31,0,7,6
CH02,202313,36,TRUE,15730,1,100,1907491,1.89,824.64,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,-11,-0.57,-23.4,0,FALSE,FALSE,83,158,41.5,39.5,NA,NA,2.18,2.07,NA,NA,4.35,8.28,36,0,7,44
CH03,202313,24,TRUE,8710,1,100,1191939,2.01,730.74,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,-7,-0.59,-22.6,0,FALSE,FALSE,55,115,27.5,28.75,NA,NA,2.31,2.41,NA,NA,4.61,9.65,24,0,7,17
CH04,202313,22,TRUE,9316,1,100,1564662,1.41,595.4,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,2,0.13,10,0,FALSE,FALSE,42,75,21,18.75,NA,NA,1.34,1.2,NA,NA,2.68,4.79,22,0,7,17
CH05,202313,21,TRUE,8865,1,100,1203715,1.74,736.47,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,-8,-0.67,-27.6,0,FALSE,FALSE,50,120,25,30,NA,NA,2.08,2.49,NA,NA,4.15,9.97,21,0,7,38
CH06,202313,3,TRUE,4710,1,100,833178,0.36,565.31,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,2,0.24,200,0,FALSE,FALSE,4,12,2,3,NA,NA,0.24,0.36,NA,NA,0.48,1.44,3,0,7,3
CH07,202313,4,TRUE,4365,1,100,352181,1.14,1239.42,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-13,-2,-0.56,-33.3,0,FALSE,FALSE,10,24,5,6,NA,NA,1.42,1.7,NA,NA,2.84,6.81,4,0,7,0
CH01,202314,21,TRUE,13915,1,100,1685625,1.25,825.51,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,-10,-0.59,-32.3,0,FALSE,FALSE,52,127,26,31.75,NA,NA,1.54,1.88,NA,NA,3.08,7.53,21,0,7,6
CH02,202314,27,TRUE,15757,1,100,1907491,1.42,826.06,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,-9,-0.47,-25,0,FALSE,FALSE,63,145,31.5,36.25,NA,NA,1.65,1.9,NA,NA,3.3,7.6,27,0,7,44
CH03,202314,16,TRUE,8726,1,100,1191939,1.34,732.08,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,-8,-0.67,-33.3,0,FALSE,FALSE,40,103,20,25.75,NA,NA,1.68,2.16,NA,NA,3.36,8.64,16,0,7,17
CH04,202314,7,TRUE,9323,1,100,1564662,0.45,595.85,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,-15,-0.96,-68.2,0,FALSE,FALSE,29,64,14.5,16,NA,NA,0.93,1.02,NA,NA,1.85,4.09,7,0,7,17
CH05,202314,23,TRUE,8888,1,100,1203715,1.91,738.38,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,2,0.17,9.5,0,FALSE,FALSE,44,108,22,27,NA,NA,1.83,2.24,NA,NA,3.66,8.97,23,0,7,38
CH06,202314,0,TRUE,4710,NA,NA,833178,0,565.31,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,-3,-0.36,-100,NA,FALSE,FALSE,3,6,1.5,1.5,NA,NA,0.18,0.18,NA,NA,0.36,0.72,0,0,7,3
CH07,202314,7,TRUE,4372,1,100,352181,1.99,1241.41,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-14,3,0.85,75,0,FALSE,FALSE,11,20,5.5,5,NA,NA,1.56,1.42,NA,NA,3.12,5.68,7,0,7,0
CH01,202315,40,TRUE,13955,1,100,1685625,2.37,827.88,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,19,1.12,90.5,0,FALSE,FALSE,61,136,30.5,34,NA,NA,1.81,2.02,NA,NA,3.62,8.07,40,0,7,6
CH02,202315,31,TRUE,15788,1,100,1907491,1.63,827.68,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,4,0.21,14.8,0,FALSE,FALSE,58,141,29,35.25,NA,NA,1.52,1.85,NA,NA,3.04,7.39,31,0,7,44
CH03,202315,10,TRUE,8736,1,100,1191939,0.84,732.92,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,-6,-0.5,-37.5,0,FALSE,FALSE,26,81,13,20.25,NA,NA,1.09,1.7,NA,NA,2.18,6.8,10,0,7,17
CH04,202315,13,TRUE,9336,1,100,1564662,0.83,596.68,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,6,0.38,85.7,0,FALSE,FALSE,20,62,10,15.5,NA,NA,0.64,0.99,NA,NA,1.28,3.96,13,0,7,17
CH05,202315,19,TRUE,8907,1,100,1203715,1.58,739.96,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,-4,-0.33,-17.4,0,FALSE,FALSE,42,92,21,23,NA,NA,1.74,1.91,NA,NA,3.49,7.64,19,0,7,38
CH06,202315,2,TRUE,4712,1,100,833178,0.24,565.55,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,2,0.24,NA,NA,FALSE,FALSE,2,6,1,1.5,NA,NA,0.12,0.18,NA,NA,0.24,0.72,2,0,7,3
CH07,202315,4,TRUE,4376,1,100,352181,1.14,1242.54,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-15,-3,-0.85,-42.9,0,FALSE,FALSE,11,21,5.5,5.25,NA,NA,1.56,1.49,NA,NA,3.12,5.96,4,0,7,0
CH01,202316,36,TRUE,13991,1,100,1685625,2.14,830.02,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-4,-0.23,-10,0,FALSE,FALSE,76,128,38,32,NA,NA,2.25,1.9,NA,NA,4.51,7.59,36,0,7,6
CH02,202316,29,TRUE,15817,1,100,1907491,1.52,829.2,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-2,-0.11,-6.5,0,FALSE,FALSE,60,123,30,30.75,NA,NA,1.57,1.61,NA,NA,3.15,6.45,29,0,7,44
CH03,202316,11,TRUE,8747,1,100,1191939,0.92,733.85,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,1,0.08,10,0,FALSE,FALSE,21,61,10.5,15.25,NA,NA,0.88,1.28,NA,NA,1.76,5.12,11,0,7,17
CH04,202316,6,TRUE,9342,1,100,1564662,0.38,597.06,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-7,-0.45,-53.8,0,FALSE,FALSE,19,48,9.5,12,NA,NA,0.61,0.77,NA,NA,1.21,3.07,6,0,7,17
CH05,202316,11,TRUE,8918,1,100,1203715,0.91,740.87,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-8,-0.67,-42.1,0,FALSE,FALSE,30,74,15,18.5,NA,NA,1.25,1.54,NA,NA,2.49,6.15,11,0,7,38
CH06,202316,1,TRUE,4713,1,100,833178,0.12,565.67,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-1,-0.12,-50,0,FALSE,FALSE,3,6,1.5,1.5,NA,NA,0.18,0.18,NA,NA,0.36,0.72,1,0,7,3
CH07,202316,2,TRUE,4378,1,100,352181,0.57,1243.11,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-16,-2,-0.57,-50,0,FALSE,FALSE,6,17,3,4.25,NA,NA,0.85,1.21,NA,NA,1.7,4.83,2,0,7,0
CH01,202317,40,TRUE,14031,1,100,1685625,2.37,832.39,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,4,0.23,11.1,0,FALSE,FALSE,76,137,38,34.25,NA,NA,2.25,2.03,NA,NA,4.51,8.13,40,0,7,6
CH02,202317,17,TRUE,15834,1,100,1907491,0.89,830.1,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,-12,-0.63,-41.4,0,FALSE,FALSE,46,104,23,26,NA,NA,1.21,1.36,NA,NA,2.41,5.45,17,0,7,44
CH03,202317,17,TRUE,8764,1,100,1191939,1.43,735.27,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,6,0.51,54.5,0,FALSE,FALSE,28,54,14,13.5,NA,NA,1.17,1.13,NA,NA,2.35,4.53,17,0,7,17
CH04,202317,13,TRUE,9355,1,100,1564662,0.83,597.89,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,7,0.45,116.7,0,FALSE,FALSE,19,39,9.5,9.75,NA,NA,0.61,0.62,NA,NA,1.21,2.49,13,0,7,17
CH05,202317,10,TRUE,8928,1,100,1203715,0.83,741.7,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,-1,-0.08,-9.1,0,FALSE,FALSE,21,63,10.5,15.75,NA,NA,0.87,1.31,NA,NA,1.74,5.23,10,0,7,38
CH06,202317,0,TRUE,4713,NA,NA,833178,0,565.67,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,-1,-0.12,-100,NA,FALSE,FALSE,1,3,0.5,0.75,NA,NA,0.06,0.09,NA,NA,0.12,0.36,0,0,7,3
CH07,202317,6,TRUE,4384,1,100,352181,1.7,1244.81,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-17,4,1.13,200,0,FALSE,FALSE,8,19,4,4.75,NA,NA,1.14,1.35,NA,NA,2.27,5.39,6,0,7,0
CH01,202318,24,TRUE,14055,1,100,1685625,1.42,833.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,-16,-0.95,-40,0,FALSE,FALSE,64,140,32,35,NA,NA,1.9,2.08,NA,NA,3.8,8.31,24,0,7,6
CH02,202318,28,TRUE,15862,1,100,1907491,1.47,831.56,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,11,0.58,64.7,0,FALSE,FALSE,45,105,22.5,26.25,NA,NA,1.18,1.38,NA,NA,2.36,5.5,28,0,7,44
CH03,202318,7,TRUE,8771,1,100,1191939,0.59,735.86,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,-10,-0.84,-58.8,0,FALSE,FALSE,24,45,12,11.25,NA,NA,1.01,0.94,NA,NA,2.01,3.78,7,0,7,17
CH04,202318,13,TRUE,9368,1,100,1564662,0.83,598.72,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,0,0,0,0,FALSE,FALSE,26,45,13,11.25,NA,NA,0.83,0.72,NA,NA,1.66,2.88,13,0,7,17
CH05,202318,8,TRUE,8936,1,100,1203715,0.66,742.37,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,-2,-0.17,-20,0,FALSE,FALSE,18,48,9,12,NA,NA,0.75,1,NA,NA,1.5,3.99,8,0,7,38
CH06,202318,0,TRUE,4713,NA,NA,833178,0,565.67,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,0,0,NA,NA,FALSE,FALSE,0,3,0,0.75,NA,NA,0,0.09,NA,NA,0,0.36,0,0,7,3
CH07,202318,3,TRUE,4387,1,100,352181,0.85,1245.67,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-18,-3,-0.85,-50,0,FALSE,FALSE,9,15,4.5,3.75,NA,NA,1.28,1.06,NA,NA,2.56,4.26,3,0,7,0
CH01,202319,13,TRUE,14068,1,100,1685625,0.77,834.59,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-19,-11,-0.65,-45.8,0,FALSE,FALSE,37,113,18.5,28.25,NA,NA,1.1,1.68,NA,NA,2.2,6.7,13,0,7,6
CH02,202319,24,TRUE,15886,1,100,1907491,1.26,832.82,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-19,-4,-0.21,-14.3,0,FALSE,FALSE,52,98,26,24.5,NA,NA,1.36,1.28,NA,NA,2.73,5.14,24,0,7,44
CH03,202319,4,TRUE,8775,1,100,1191939,0.34,736.2,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-19,-3,-0.25,-42.9,0,FALSE,FALSE,11,39,5.5,9.75,NA,NA,0.46,0.82,NA,NA,0.92,3.27,4,0,7,17
CH04,202319,5,TRUE,9373,1,100,1564662,0.32,599.04,COVID19Hosp,,2023-11-28_06-00-38,isoweek,2023-19,-8,-0.51,-61.5,0,FALSE,FALSE,18,37,9,9.25,NA,NA,0.58,0.59,NA,NA,1.15,2.36,5,0,7,17
